edit_history_tweet_ids,author_id,text,public_metrics,id
['1610727733197438976'],1564667474335137793,"We take a scientific approach to measuring &amp; evaluating the performance of @SophiasMood. At day start, we analyze #crypto #data &amp; establish a mood for each #cryptocurrency. At day end, we look back &amp; assess whether a coin's mood was correct using the following criteria. https://t.co/fC8WswiuzQ","{'retweet_count': 1, 'reply_count': 3, 'like_count': 2, 'quote_count': 1, 'impression_count': 117}",1610727733197438976
['1610727732840628242'],1584276872191434752,"Stay AWAY. do not deposit any crypto, if you did try to withdraw fast or else your crypto pose a risk of being stolen
#icaver #Vctopro, #soatfacil #Tradetid or
#Tanga and #wBTC #RenBTC #jubato
#leagoldberg, #CMTT #KQZ
#letrader and #fvct
Message me for help https://t.co/GxdQX7xvEy","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 13}",1610727732840628242
['1610727732488601601'],1412890462122242060,"RT @Kitty_Solana: 🎉GIVING AWAY🎉
50% of all $KITTY supply to all who still support!
Rules:
1️⃣Follow @Kitty_Solana
2️⃣RT &amp; LIKE
3️⃣Tag 3 Fri…","{'retweet_count': 16160, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727732488601601
['1610727732090146817'],235328249,"RT @mariushav: I do feel a bit unfaithful, but #MaziMatic is kind of sexy 👀🧨😘 @Mazimatic @Epayme_uae 

#Saitama #SaitaRealty  #Wolfpack  @W…","{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727732090146817
['1610727731075092480'],1499718718791696384,"RT @CiervoGems: $1000 | 10 Days

• RT &amp; Follow @FightOut_
• Join Telegram and post proof: https://t.co/4nFL2n2RjY

- - - - -

The future of…","{'retweet_count': 4757, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727731075092480
['1610727730751864846'],854432902704230400,"RT @AlveyChain: 🔥It is with great pleasure that we announce a big partnership with @Imovofficial 
❤️Our goal is to grow our allies and deve…","{'retweet_count': 3157, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727730751864846
['1610727730483728384'],1376867838569287682,"@wooflana Very good &amp; strong project.Hope this project will be successful soon 
@lamiyakhatun21 
@MdSajib438 
@ArafatH82355451 
#Airdrop #SolanaGiveaways #SolanaAirdrop #Solana","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727730483728384
['1610727730441785344'],1610499719968755712,"RT @Coachjv_: WEF dropped a massive hint for #crypto!
#xrp #crypto #xlm #algo #hbar #qnt https://t.co/KYe7ZD6FyC","{'retweet_count': 180, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727730441785344
['1610727729485185025'],968218654918590464,"If you'rе а crypto trader, you must see this. @Octopusmax11 @OuhSnap @NewtonEnt244 @Batcane @g_elizondo @ctromb1040 @Crypto_Rishav @NFTAnjel1 @abidgate @robdlaidig @meinanzi14 @Ivan57212346 @MaitoUS @cr8iveye @tradersan https://t.co/n1p8kPdRH2","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",1610727729485185025
['1610727727908401152'],369467891,"@pvckmesweenpi The Kabosu Inu Airdrop is LiVE! 
Kindly send a Direct message if you are having any issues or have not received your 45% airdrop on the token you hold. we would make sure to work on it immediately. https://t.co/TqHwcimN3O","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",1610727727908401152
['1610727727761616896'],1574852103775916044,"@Crypto__emily @LuderProtocol 

🕓 We present to you 

⏺$LUDER is an innovative decentralized token
🚀 LAUNCH 🚀
1bnb = 100,000 $LUDER
Date: Tuesday 10, January 2023

Website: https://t.co/2pTyFf5Ocm
Twitter: https://t.co/wcUJuqzEzM
Tg :https://t.co/VEZdFqNSgx","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 3}",1610727727761616896
['1610727727522275329'],373505966,"@digitalassetbuy 8/ So: 

We now have a dissolutioned population spurned on by disinformation from bad actors. This population is active and angry. 

So, if there is an announcement cutting out Ripple (or crushing crypto) in the interest of the government, we have a wall.","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'impression_count': 32}",1610727727522275329
['1610727727379644416'],1328994032568025089,Vеry gоod nеws! Thеy announced the next pump signal in Telegram @crypto_Dedo_ @chrisxander11 @Stan_Buggi @Aftabkhattak_ @XiaoyuMa12 @RospiBasta @MulkiDab @j_gadgets_ltd @Eyupbkk @Gabrielzrom @artur0niet0 @peppelei @okaforemeka329 @samikhan915 @FloatingDubgas https://t.co/WslwcDURhz,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727727379644416
['1610727726574354435'],1305381718887522304,Pump Mаnipulаtor is the best place for crypto traders @onlycryptos17 @tyrtrui @davidst07622095 @jaks_cs @IndexCubeSearch @CViking533 @chris_Crypto92 @RasaqRiliwan1 @realjackolin @OxPemujaMakJix @cdipen045 @yvovd @TC_Moenchberg @Olayinkha1 @iabaskar https://t.co/rfETA0ODLA,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 16}",1610727726574354435
['1610727725261635587'],1372658771328184329,"RT @Baby_bonkinu: 🎁First Ever $BABYBONK Airdrop now live!!

👉First 2K to complete task receive 10M $Babybonk

✅To enter:
Just fill the form…","{'retweet_count': 7982, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727725261635587
['1610727725098242048'],1606059865050185728,"RT @Metavers_Worlds: ☄️ @USMverse partnership with @Bitgertbrise to improve features in the #Metaverse

☄️ #Bitgert is one blockchain-based…","{'retweet_count': 58, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727725098242048
['1610727725064388613'],1465458307058094086,"RT @HoldstationW: Holdstation #Referral Program Airdrop 🎁

The MORE you Refer the MORE you #Earn 🤑
- Get $20 by registering a referral acco…","{'retweet_count': 3159, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727725064388613
['1610727724892717057'],1600033779220828160,"This token will be booming and recommended to my crypto friends
@balle_dee @malikmuonlwy @wggreggub https://t.co/iyqjlWVHv8","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 5}",1610727724892717057
['1610727724804341775'],769652548391370754,"Let's pray together, we make noise !! @crypto_hoarder1 @PD687 @4n93L170 @chaer001 @MhcrevV @aiglesiasma @Janny07907483 @Roger64705201 @Wetpistols @SpeedyTiger5 @Leandro77773472 https://t.co/Xx87riUbrF","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 17}",1610727724804341775
['1610727723818680338'],1531278450769674242,"RT @RollbitRewards: $100 #Giveaway 🎁

Just #RT and #follow us! 🎉

Winner in 24h 💸 #RollbitRewards 

#Crypto #Bitcoin #BTC #Etherium #ETH ht…","{'retweet_count': 4279, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727723818680338
['1610727723537944577'],1504475535983857674,"RT @AirdropStario: 💧 Artyfact Airdrop 💧

📍 Audit

🏆 Task:       ➕    3 BUSD for 530 random participants each.

👨‍👩‍👧 Referral: ➕    1100 BU…","{'retweet_count': 957, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1610727723537944577
author id,created_at,id,like_count,reply_count,retweet_count,source,tweet
author id,created_at,id,like_count,reply_count,retweet_count,source,tweet
author id,created_at,id,like_count,reply_count,retweet_count,source,tweet
author id,created_at,id,like_count,reply_count,retweet_count,source,tweet
author id,created_at,id,like_count,reply_count,retweet_count,source,tweet
author id,created_at,id,like_count,reply_count,retweet_count,source,tweet
author id,created_at,id,like_count,reply_count,retweet_count,source,tweet
